"","species","Annotated","Number of samples","Observer","HM4.Order","HM4.Family","HM4.Latin.name","HM4.Common.name","HM4.Subspecies","No_notes_in_call_bout.song","No_of_Note_Types","IntraIndiv_variation","IntraSpecific_variation","Single.Note.Song.Pace","Note_Min_Freq_Average","Note_Min_Freq_Variance","Note.Max.Freq.Average","Note.Max.Freq.Variance","Note_Length_Average","Note_Length_Variance","Note_Bandwidth_Average","Note.Bandwidth.Variance","Note_Peak_Freq_Average","Note.Peak.Freq.Variance","Song_Peak_Freq","Song_Min_Freq","Song_Max_Freq","Duration.1st.note","Max.Freq.1st.note","Song.Bandwidth","Note.Count","Song.Duration","Duration.middle.note","Max.freq.middle.note","Duration.Final.Note","Max.Freq.Final.Note","Duration.longest.note","Note_Slope_Average","Note.Slope.Variance","Max.Note.Slope","Pause.Length.Average","Pause.Length.Variance","Note.Slope.first.note","Note.Slope.middle.note","Note.Slope.final.note","Duration.longest.pause","Pace1","Pace2","Pace3","Pace_Change_1","Pace_Change_2","Note_Rate","Freq_Change_1","Freq_Change_2","Dur_change_1","Dur_Change_2","Note_Slope_Ch1","Note_Slope_Ch2","Note_5._Freq","Note_95._Freq","Song_Min_Freq_5","Song_Max_Freq_95","Song.Freq.5..Variance","Song.Freq.95..Variance","Note_Bandwidth_90","Note.Bandwidth.90..Variance","Song_Bandwidth2","Note_Slope_2_Average","Note.Slope.2.Variance","Note_Slope_2_Max","X95..Freq1","X95..Freq2","X95..Freq3","X90..Bandwidth1","X90..Bandwidth2","X90..Bandwidth3","Peak.Freq1","Peak.Freq2","Peak.Freq3","Note.Slope1","Note.Slope2","Note.Slope3","Max.Power1","Max.Power2","Max.Power3"
"105","Furnarius figulus","yes",6,"CA","Passeriformes","Furnariidae","Furnarius figulus","Band-tailed Hornero",NA,6.16666666666667,1.5,"NA",NA,NA,1780.99722211905,10680.0290390975,3622.22698402381,153015.99116721,0.0547804232936508,8.36286470143613e-05,1841.2263227381,201156.390070573,2749.97857130159,18349.7955014821,2810.58333333333,1695.61666666667,3959.71666666667,0.0411666666666667,3011.4,2264.1,6.16666666666667,1.305,0.0563333333333333,3870.88333333333,0.058,3645.23333333333,0.064,33780.7577653725,54500716.572626,42847.4537704401,"0.203358333388889","0.00121766285185185",25817.2455136573,37674.787848259,33520.8918141279,0.260666666666667,"5.91165055723084","7.06343387778833","6.79909970038459","1.19883352535945","0.972855084294113",4.67956318247344,1.287775685013,0.943194364872664,1.62837614182353,"1.04268798379481",1.54509842711122,0.92214698851974,2333.6148148254,3219.23062154762,2233.4,3476.63333333333,8366.86159568216,69937.3888588975,885.632671946825,44186.5343142536,1243.23333333333,16446.8538681334,15649313.1954257,21591.2296098499,2981.58611116667,3435.53888883333,"3237.31666655556",703.508333333333,1056.36111116667,"903.783333338889",2737.95833333333,2781.875,"2749.58333327778",14787.497773234,18998.2424951984,"15977.7740193773",95.5583333333333,102.366666666667,"102.594444445"
"106","Colius striatus","yes",8,"CW","Coliiformes","Coliidae A","Colius striatus","Speckled Mousebird","unable to determine",7.125,1.625,"0","NA",NA,2775.56724705952,55864.1825587437,4388.18203863095,119243.711034403,0.0764900297738095,0.00288296897675737,1612.62334825238,154537.030856684,3940.33485124405,155032.232640891,4093.425,2475.2625,4963.5375,0.10075,4766.5125,2488.275,7.125,1.336875,0.05925,4448.15,0.100875,4180.275,0.149125,29754.2676560529,139238548.611577,43532.2827745678,"0.149760416678571","0.0492217249217687",20550.5016193326,32960.6851538274,35117.6636621974,0.35625,"9.32650275772697","9.78122217681904","7.15700483488994","1.05820533760011","0.706724573138107",6.60655223286274,0.94849367645793,0.956172366984169,0.603456516156762,"1.58262949941071",1.61464139042422,1.01976597945986,3294.61967259524,4200.46374994643,3007.9875,4795.5125,68662.9904763144,108839.872289269,905.855580355357,91816.0505585674,1787.525,18031.8593498193,109354319.191876,28530.652516904,4341.55,4154.17500004167,"4111.298958375",942.620833416667,836.8895833375,"920.8291666625",4148.95624991667,3888.26458341667,"3789.49375",12618.9055903948,17945.6591929901,"22730.2371751464",92.0916666658333,90.19166666625,"87.08333333375"
"107","Aegithalos caudatus","yes",3,"CA","Passeriformes","Aegithalidae","Aegithalos caudatus","Long-tailed Tit",NA,4.66666666666667,1,"NA",NA,NA,5878.31222222222,21340.4712185185,6702.36166666667,34225.5258138889,0.105022222222222,0.000174587407407406,824.050555555556,13067.9297212963,6493.95333333333,34947.0453555555,6842.46666666667,5589.1,7282.83333333333,0.132,7078.66666666667,1693.73333333333,4.66666666666667,1.44533333333333,0.103333333333333,6685.9,0.102,6458.16666666667,0.132333333333333,8889.76948773408,3982891.81539315,12568.0985499376,"0.0336666667777778","4.39518518518518e-05",6458.25633622281,7946.47247282051,9040.61254709753,0.0616666666666667,"8.561643836","11.27395716","8.333333333","1.316798196","0.739166667",32.6935129246045,0.943506536886539,0.962397324861134,0.787891802279426,"0.982595345732601",1.40598447284408,1.10967977365454,6208.98777777778,6573.725,6071.4,7152.4,16946.6313296296,38160.622625,364.755,9776.72848055555,1081,4362.09124780655,1492161.67641101,6222.11083517615,7008.66,6534.66666666667,"6598.16333333333",362.3,339.563333333333,"398.646666666667",6895.6,6458.78666666667,"6375.10666666667",3570.28904250949,4215.3457240293,"4128.78465037063",104.986666666667,101.83,"100.243333333333"
"108","Burhinus bistriatus","yes",6,"CW","Charadriiformes","Burhinidae","Burhinus bistriatus","Double-striped Thick-knee","vocifer",11,1,"NA","NA",NA,2297.94436507937,3017.61066927438,2689.25349206349,1441.62954058957,0.0540674603174603,2.55395200302343e-05,391.302857142857,2217.91732879819,2600.4430952381,2747.15904992441,2652.7,2235.23333333333,2727.55,0.0528333333333333,2641.61666666667,492.316666666667,11,1.41583333333333,0.0531666666666667,2681.06666666667,0.0493333333333333,2664.53333333333,0.0606666666666667,7848.33854279983,3712689.87638573,9884.29346551735,"0.11864537037037","0.0163023287602881",6842.20067565825,8122.80914057085,9065.80020440739,0.190333333333333,"15.2503817613513","15.0017911690567","16.1672346811085","0.977465900171942","1.3577663497776",10.7302413147863,1.01568907931478,0.99228480866056,1.00046924468566,"0.907914834330303",1.19168212930435,1.03573333842107,2479.73341269841,2646.74515873016,2403.58333333333,2689.21666666667,2849.33980789872,1964.91963133031,167.026507936508,1066.6449739229,285.633333333333,3523.07982226081,1398762.74575047,5370.64952075545,2642.69166666667,2640.205,"2611.31666666667",173.426666666667,170.443333333333,"158.262222222222",2592.73666666667,2607.27166666667,"2553.99055555556",3346.19096914946,3536.42170346463,"3794.81529811171",89.0433333333333,89.8916666666667,"89.5594444444445"
"109","Geospiza fortis","yes",2,"CA","Passeriformes","Thraupidae","Geospiza fortis","Medium Ground Finch",NA,6.5,2,"NA",NA,NA,2250.17380952381,46760.1381519275,4695.34761904762,992369.455702942,0.164880952380952,0.00152854308390022,2445.16666666667,997247.328968252,3227.43928571429,214389.800365647,3094.05,1955.6,5986.1,0.201,5961.9,4030.5,6.5,1.429,0.1825,5060.85,0.1265,3928.45,0.208,14289.4517386415,14619387.5314017,19505.0046685341,"0.06695","0.001558045",19095.2687626775,13298.7720889606,13462.3390826147,0.134,"4.63974968925464","5.58974081823306","5.43024227234753","1.21891092701682","0.974728487886382",4.55615122052536,0.83217613769634,0.820165938998409,0.883316430020284,"0.776590741114023",0.722550366370169,0.990777678873404,2857.14404761905,4311.08928571429,2420.85,5635.8,243194.566714855,1085108.78131803,1453.97738095238,321361.327191043,3214.95,8483.17282177368,1822152.0415631,10529.0690325717,4935.05,4133.425,"4000.4",1695.275,1453.3,"1279.20833333333",3677.775,3129.85,"3003.04166666667",9326.90596928426,8596.23207062816,"7792.7070391416",90.775,92.35,"93.1"
"110","Lanius ludovicianus","yes",6,"CA","Passeriformes","Laniidae","Lanius ludovicianus","Loggerhead Shrike",NA,7.16666666666667,4.33333333333333,"NA",NA,NA,2329.17595233333,1125736.11364,3224.11230133333,1549953.60696667,0.059479365,0.00304339366666667,894.941904766667,241801.926052167,2778.99809533333,1052867.490285,4166.55,1549.5,5239.96666666667,0.0983333333333333,3302.76666666667,3690.46666666667,7.16666666666667,0.723833333333333,0.0336666666666667,2689.25,0.122,3557.38333333333,0.172666666666667,24691.4456133333,302509900.296667,47020.2604366667,"0.0521222221666667","0.0264543831666667",18852.6271991667,24875.2842833333,6404.70785566667,0.274833333333333,"21.5159408818333","30.8660045216667","16.9553270833333","3.96797125816667","0.631084467833333",15.689026566,0.887754618666667,1.38412185766667,0.765435765833333,"4.00482348566667",2.6761757835,0.2991151115,2487.02515883333,3029.32095233333,1681.61666666667,4892.66666666667,1157273.063045,1188091.57393333,542.277698416667,87248.0875986667,3211.05,15878.3284191667,116426541.091667,30188.5944716667,3243.86111116667,2693.58888883333,"3198.18472233333",538.53055555,550.825,"552.051388883333",2909.90833333333,2469.04166666667,"2970.038889",13607.5290431667,19306.4058233333,"15258.0029245",84.605555555,81.85,"83.8527777783333"
"111","Erpornis zantholeuca","yes",6,"CW","Passeriformes","Vireonidae B (erpornis)","Erpornis zantholeuca","Erpornis","brunnescens",6.83333333333333,4,"0","NA",NA,4184.04023148148,210641.927634511,5761.36421953968,225578.139447226,0.0993001983756614,0.00135177672003863,1577.32785051058,133258.867080789,5002.90787037037,314241.380922122,4913.76666666667,3574.86666666667,6132.33333333333,0.0806666666666667,5284.75,2557.46666666667,6.83333333333333,0.7845,0.102,6012.93333333333,0.114666666666667,6078.56666666667,0.135666666666667,26251.8409868328,488117610.99697,44775.7573453246,"0.03175","0.000259549999999999",38302.5324037778,25491.8578358802,14579.2083632511,0.0521666666666668,"16.6411598575301","11.5516467174521","9.2788886788517","0.794134722048135","0.925739436312754",8.78078766321726,1.13340498172501,1.01125217042292,1.81192482920519,"1.45993513882835",1.18015712158354,0.751203376036253,4445.89366394709,5603.97113095238,3792.28333333333,5994.23333333333,191258.211685106,212269.40105805,1158.07723545529,71073.4467144219,2201.95,19334.3114819254,295165877.301642,34565.4460903622,5319.41944444444,5645.50277783333,"5861.72222227778",1146.01111111111,1272.34722227222,"1073.72500000556",4839.73333322222,4940.31944433333,"5231.41944438889",29815.0998799901,19339.1756269743,"10269.3037824716",86.6222222227778,89.325,"90.4305555555556"
"112","Alectura lathami","yes",6,"CW","Galliformes","Megapodiidae","Alectura lathami","Australian Brush-turkey","lathami",4.33333333333333,1.33333333333333,"0","NA",NA,128.420833333333,122.3053125,481.172916666667,948.684036466665,0.163583333333333,0.0106949868055556,352.75,1201.33666666667,302.889583333333,6562.90445313333,351.316666666667,115.566666666667,508.466666666667,0.150666666666667,474.516666666667,392.9,4.33333333333333,1.35533333333333,0.125333333333333,464.383333333333,0.190333333333333,501.183333333333,0.239,3561.11395977809,944691.179630283,4719.83246702832,"0.298365079388889","0.00697926268518518",2938.99639048817,3336.74575031087,4106.31640618403,0.3695,"4.9684219160105","4.15478401920271","3.32664870172428","0.824642212364865","0.817629671213991",4.58046969561616,0.977276421677399,1.10528896088498,0.94431487434083,"1.42962266492319",1.29717555757775,1.24230602234682,190.65,419.895138888889,179.25,435.366666666667,260.3425,240.445622114815,229.226388888889,424.153877314811,256.116666666667,2398.65292459728,476338.225873945,3272.70869358331,415.172222216667,420.383333333333,"408.225",228.716666666667,232,"205.85",263.283333333333,270.422222216667,"351.5125",2287.94957922185,2265.62891399217,"3223.9296862004",98.95,99.2277777833333,"100.175"
"113","Peucedramus taeniatus","yes",6,"CA","Passeriformes","Peucedramidae","Peucedramus taeniatus","Peucedramus",NA,7.5,2,"NA",NA,NA,2602.51175213675,202397.720586709,4142.92889957265,305872.044318804,0.114884081196581,0.00322765428083224,1540.4231517094,290694.189097025,3570.50848290598,124683.391771821,3645.86666666667,2251.01666666667,4709.05,0.159666666666667,4366.93333333333,2458.03333333333,7.5,1.198,0.0796666666666667,4267.78333333333,0.111,4243.9,0.171666666666667,15085.5995539753,19149515.9438714,20189.8948030539,"0.0647722222222222","0.0018686430404384",13588.7676856302,16326.4271734123,17670.1206009771,0.134166666666667,"5.34178704239179","8.77698960247512","8.11115677345477","1.85110082700077","0.93900727331943",6.17477348911288,0.994844664202351,0.996704195942989,0.642782244672682,"0.939900041360488",1.5463996076718,1.08188602608027,3116.1256517094,3853.56616452991,2827.1,4357.85,109381.346892004,197130.040227548,737.450897435897,102016.755944527,1530.75,7163.11341782124,6397560.50774839,10581.3943774934,3782.72222222222,3858.19305555556,"3935.00666666667",811.886111111111,669.381944444444,"777.648333333333",3419.31111111111,3618.24305555556,"3689.62666666667",6560.21242575112,7451.70313215221,"7640.92985582244",90.7569444444444,90.9763888888889,"93.9133333333333"
"114","Rhagologus leucostigma","yes",3,"CW","Passeriformes","Rhagologidae","Rhagologus leucostigma","False Whistler","obscurus",9.33333333333333,7.33333333333333,"NA","NA",NA,2442.67884615385,419310.900914596,3612.32174917949,684209.593827416,0.223520604538462,0.00690914684418146,1169.63397435897,462033.770601972,3164.7016025641,396005.161954636,3186.93333333333,1729.1,4843.56666666667,0.203666666666667,3345.83333333333,3114.46666666667,9.33333333333333,3.13233333333333,0.206,4535.66666666667,0.301333333333333,3806.33333333333,0.330666666666667,5768.20775832621,14638142.8199441,12921.4018192717,"0.129083333444444","0.00285364712962963",3966.505983,12921.4018192717,6352.05376627105,0.241,"3.512842805","4.53920028891345","2.90216442915824","1.27367972747384","0.783173022480728",2.99965247816404,1.36508626027104,0.838202937043449,0.992419242395349,"1.84832606742857",3.3054891035082,0.511220351257088,2785.15485338462,3500.09061341026,1923.63333333333,4794.7,381938.861656607,655630.985851084,714.946291223077,355786.503140828,2871.06666666667,3664.44738790471,11169834.4011249,10093.6096974846,3331.65555566667,3566.13055566667,"3740.08444433333",401.969444433333,864.916666666667,"935.515555566667",3227.58055566667,3091.19722233333,"3256.77222233333",2152.30532641238,5895.9911053735,"3521.74079692353",88.575,87.4722222233333,"88.56111111"
"115","Rhinopomastus cyanomelas","yes",8,"CW","Bucerotiformes","Phoeniculidae","Rhinopomastus cyanomelas","Common Scimitarbill","cyanomelas",7.25,1,"1","NA",NA,1065.63354399643,4381.7710283699,1773.150977625,3002.02057425,0.276067536642857,0.000213644841836735,707.505313648214,7396.90810598979,1637.87234439286,3175.08128536173,1677.1125,974.55,1850.7375,0.28425,1803.975,876.1875,7.25,4.039125,0.2775,1765.125,0.267375,1731.8625,0.293125,2600.30540070871,124858.167952141,3113.52295428972,"0.356152083333333","0.000529764319444446",2693.64927803972,2654.79095972821,2315.50274471347,0.3855,"2.08977309884115","2.11190752627558","2.55783687620753","1.01126217988241","1.21929543883055",1.77946149413521,0.979913095369421,0.980773692530134,0.977417534382042,"0.969213188505312",1.00882218456438,0.908075569106833,1481.26549675,1701.880753125,1409.5,1769.5875,3750.83673908571,2492.23414124643,220.6033012875,5266.74771247143,360.0875,826.529756018006,88400.3056596427,1219.64069433882,1735.19875,1701.260625,"1675.84958333333",222.650625,230.0925,"223.154166666667",1662.36875,1649.088125,"1600.50041666667",811.538529641287,862.065257287252,"860.834318919688",102.886875,101.981875,"101.173333333333"
"116","Sclerurus mexicanus","yes",5,"CA","Passeriformes","Scleruridae","Sclerurus mexicanus","Tawny-throated Leaftosser",NA,8,2.2,"NA",NA,NA,3282.6623664,116817.858272,4457.482249,179248.4399924,0.2494572404,0.0078424934,1174.81191934,166588.513104,4075.352044,113596.8308242,3829.95,2866.04,4957.42,0.177,4954.94,2091.38,8,2.957,0.2602,4633.94,0.2922,4109.7,0.3614,4637.0829035,15255575.067725,9321.7204825,"0.13680625","0.00195595925",11338.7863258261,4677.10747075376,7148.03363132709,0.22425,"3.3274547782","4.76444881925","4.0205645735445","1.15718756","1.179644876",3.33664095930501,0.940124004291232,0.907149326288056,1.69863075224348,"1.07316635128439",0.950016447800854,2.13488218351818,3652.6585346,4312.8975654,3254.72,4826.18,107354.1608106,117494.093395,660.2436288,101171.4065476,1571.46,2841.214106,7709748.27393,5748.97763375,4641.3,4296.77,"4032.132",699.73666666,602.39833334,"640.53666666",4374.1466666,4105.0733334,"3814.0713334",4682.30791066087,2031.2419875214,"4160.4851905",95.965,97.80833334,"93.948666674"
"117","Rhegmatorhina hoffmannsi","yes",6,"CA","Passeriformes","Thamnophilidae","Rhegmatorhina hoffmannsi","White-breasted Antbird",NA,8.33333333333333,3,"NA",NA,NA,1863.86613742593,142942.638488155,3532.41507939418,167061.713207745,0.346867724867725,0.0284468781190896,1668.53253962698,276346.827363975,3057.76640204233,100478.66463749,3178.23333333333,1425.43333333333,3991.61666666667,0.739833333333333,3137.7,2566.18333333333,8.33333333333333,3.54866666666667,0.227166666666667,3660.96666666667,0.326666666666667,3355.48333333333,0.739833333333333,5606.43459387846,4697202.49853303,8568.92209413243,"0.0864513888333333","0.00118386784027778",2091.48026179851,7768.92673246266,3667.53964927604,0.144333333333333,"1.83393367689278","3.35910332993398","2.92610581525608","1.84236775015579","0.900308283786445",2.40478569593221,1.1680062006501,0.910866866455775,0.322150796496676,"1.92772324294703",4.26889383796747,0.49426459168281,2452.45687816138,3359.60714294444,2019.08333333333,3757.38333333333,59403.4095979223,133593.151113069,907.150000079365,85549.0154373813,1738.3,3182.99332228624,1896745.48082233,5066.18398001205,3365.71944438889,3460.90833333333,"3303.70555566667",838.52500005,1025.80555550556,"877.761111111111",3044.93333327778,3082.29166661111,"3084.77777777778",2293.46415360589,4312.01522927155,"2902.80581321096",96.1027777666667,91.8055555566667,"85.5111111116667"
"118","Chaetops frenatus","yes",4,"CW","Passeriformes","Eupetidae C (rockjumper)","Chaetops frenatus","Rockjumper","aurantius",11.75,1.75,"0","NA",NA,2799.71600383333,26778.7828756597,4314.90454558333,191093.983330276,0.1174375,0.00157440598611111,1515.184564425,231325.173462604,3788.60246208333,101088.015365972,4170.025,2589.325,4961.7,0.167,4611.85,2372.375,11.75,8.60375,0.111,4832.45,0.0915,3990.25,0.17175,15337.5708378184,130656686.150021,29949.978896995,"1.05551956521739","3.85574114412098",10029.3376130767,23962.0120027857,14916.2646846376,3.21025,"5.13636344109699","5.15880388601084","5.14436335524297","0.996735888154831","1.08861263714788",3.13141055358995,1.0354710501902,0.837572706557565,0.733230336563529,"0.843832089928571",2.31988445043454,0.761610780766578,3345.17159091667,4072.38967783333,3065.775,4448.425,55287.5411788888,69912.4833231597,727.232670458333,77064.9532695485,1382.65,7161.45602868016,22770922.8089242,14460.1735775437,4145.078125,4091.884375,"3975.06770825",683.4125,806.45625,"693.948958325",3924.853125,3734.95625,"3698.08645825",6538.06034371534,8126.12531570487,"6852.32528937027",94.5875,91.75625,"93.9520833325"
"119","Phalacrocorax carbo","yes",5,"CW","Pelecaniformes","Phalacrocoracidae","Phalacrocorax carbo","Great Cormorant","sinensis",5.2,1.6,"0","NA",NA,478.95485714,2546.4177706,1039.41914286,9557.72122480002,0.1255971428,0.0006988086,560.45542858,16779.4509184,836.648,3315.7684,817.8,421.22,1147.34,0.1158,1007.88,726.12,5.2,0.7436,0.1468,1000.38,0.1238,1008.3,0.1632,5222.0950224092,1509563.39723305,6545.80364754205,"0.0681444444","0.00776592779999999",4893.98268024909,4250.02069675353,5243.06905889174,0.1456,"10.6891097136901","9.52256400407407","11.1900494970143","0.799326212777778","2.19100066847312",8.31198496100156,0.995156322432853,0.985803778635414,1.34635242148163,"0.958604195650859",1.00104873681258,1.33022699859277,646.126,953.09485714,554.06,1028.32,7298.98546000002,5505.65635919993,306.974,8968.1850714,474.26,2790.51174441024,847612.339044193,4103.61909785806,946.1066666,990.6166666,"877.25",253.09,345.73333334,"279.8",868.0466666,832.9066666,"802.955555566667",2436.22985934478,2791.12628388382,"3597.85030236559",96.883333334,98.45,"96.8722222233333"
"120","Pachyramphus minor","yes",11,"CA","Passeriformes","Tityridae","Pachyramphus minor","Pink-throated Becard",NA,8.36363636363636,4.81818181818182,"NA",NA,NA,2842.65041315388,530878.049676273,4190.78620530342,3077898.77000529,0.178353915828808,0.0193071590233297,1348.13571331917,3776868.74333138,3623.11325954349,591079.830694846,3527.02727272727,2018.31818181818,6439.7,0.186,4193.83636363636,4421.38181818182,8.36363636363636,17.6463636363636,0.165727272727273,3930.91818181818,0.195181818181818,5528.32727272727,0.395545454545455,13315.307629932,111083250.89516,28421.8710986494,"3.59303164763203","12.7565862412007",13333.1360218873,14412.5886066918,7006.38653451477,7.07690909090909,"4.66962597886647","5.73792108200505","4.01981579304254","1.08080585505452","3.14038358747448",2.90519802276448,0.936960989486647,1.41078163713068,2.02938605562417,"2.47967473487917",1.8755550908046,1.06733802977221,3095.08321230933,3933.16875540693,2338.53636363636,5036.32727272727,493156.273643515,489875.668638631,838.086569236797,414673.648917943,2697.79090909091,8467.85615326659,58769201.421992,19260.9250862008,4038.23484854545,3963.9117965671,"3817.44015148485",791.016017309957,893.606818151515,"780.210984851515",3701.94577922078,3694.20995670996,"3523.519697",7769.43095485272,10481.8867300519,"6768.99118413978",89.7646103896104,92.6324675324675,"90.8087121215151"
